Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Classification,CIK
TWOU,"2U, Inc.",83.2,4777747520.0,,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twou,midcap,1459417
DDD,3D Systems Corporation,20.91,2384373217.53,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ddd,midcap,910638
JOBS,"51job, Inc.",71.41,2601906971.11,36436171.0,2004.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/jobs,midcap,1295484
EGHT,8x8 Inc,22.7,2118406857.6,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/eght,midcap,1023731
EGHT,8x8 Inc,22.7,2118406857.6,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/eght,midcap,1023731
AAON,"AAON, Inc.",41.35,2161148032.75,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aaon,midcap,824142
AAN,"Aaron&#39;s,  Inc.",50.49,3664478417.49,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aan,midcap,706688
ABM,ABM Industries Incorporated,30.5,2005135880.0,,,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/abm,midcap,771497
ACHC,"Acadia Healthcare Company, Inc.",39.94,3525678457.62,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/achc,midcap,1520697
AKR,Acadia Realty Trust,28.71,2339945732.52,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/akr,midcap,899629
XLRN,Acceleron Pharma Inc.,49.82,2291842905.94,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xlrn,midcap,1280600
ACIW,"ACI Worldwide, Inc.",28.46,3294530368.42,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aciw,midcap,935036
AYI,Acuity Brands Inc,149.03,5988177857.69,,,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ayi,midcap,1144215
GOLF,Acushnet Holdings Corp.,27.68,2069335348.0,,2016.0,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/golf,midcap,1672013
ACXM,Acxiom Corporation,45.42,3517166193.36,,,Technology,EDP Services,https://www.nasdaq.com/symbol/acxm,midcap,733269
ADNT,Adient plc,45.4,4239079629.2,,2016.0,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adnt,midcap,1670541
ADT,ADT Inc.,9.01,6908593834.71,,2018.0,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/adt,midcap,1703056
ATGE,Adtalem Global Education Inc.,48.7,2916789100.0,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atge,midcap,730464
ADSW,"Advanced Disposal Services, Inc.",25.93,2297066614.6,,2016.0,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/adsw,midcap,1585790
AEIS,"Advanced Energy Industries, Inc.",58.04,2270151370.64,,1995.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis,midcap,927003
ACM,AECOM,33.52,5389356460.48,,2007.0,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/acm,midcap,868857
AER,Aercap Holdings N.V.,56.77,8426512286.99,,2006.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aer,midcap,1378789
AERI,"Aerie Pharmaceuticals, Inc.",61.0,2758557433.0,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri,midcap,1337553
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",36.0,2721600000.0,,,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ajrd,midcap,40888
AVAV,"AeroVironment, Inc.",85.32,2041640965.08,,2007.0,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav,midcap,1368622
AMG,"Affiliated Managers Group, Inc.",147.55,7883883927.4,,,Finance,Investment Managers,https://www.nasdaq.com/symbol/amg,midcap,1004434
AGCO,AGCO Corporation,61.32,4851560462.28,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/agco,midcap,880266
AGIO,"Agios Pharmaceuticals, Inc.",74.93,4345383719.68,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio,midcap,1439222
AGNC,AGNC Investment Corp.,19.3,9222157542.1,,2008.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc,midcap,1423689
AGNCB,AGNC Investment Corp.,25.85,8955734645.55,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb,midcap,1423689
AEM,Agnico Eagle Mines Limited,36.16,8447116915.52,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aem,midcap,2809
AL,Air Lease Corporation,46.04,4791223731.8,,2011.0,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/al,midcap,1487712
AKCA,"Akcea Therapeutics, Inc.",32.63,2796990478.36,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca,midcap,1662524
ALRM,"Alarm.com Holdings, Inc.",55.94,2668093262.5,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm,midcap,1459200
ALK,"Alaska Air Group, Inc.",64.83,7983486395.37,,,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/alk,midcap,766421
AIN,Albany International Corporation,76.95,2477790000.0,,,Basic Industries,Textiles,https://www.nasdaq.com/symbol/ain,midcap,819793
AA,Alcoa Corporation,43.44,8100388857.6,,2016.0,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/aa,midcap,1675149
AQN,Algonquin Power & Utilities Corp.,10.21,4805216603.97,,2016.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqn,midcap,1174169
ALKS,Alkermes plc,44.85,6965885733.3,,1991.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks,midcap,1520262
Y,Alleghany Corporation,638.0,9529598650.0,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/y,midcap,775368
ATI,Allegheny Technologies Incorporated,26.14,3285390111.44,,,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ati,midcap,1018963
ALGT,Allegiant Travel Company,135.4,2188542368.2,,2006.0,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt,midcap,1362468
ALLE,Allegion plc,87.27,8290939125.51,,2013.0,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/alle,midcap,1579241
ALE,"Allete, Inc.",76.39,3923437456.24,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ale,midcap,66756
ARLP,"Alliance Resource Partners, L.P.",20.4,2679939717.6,,1999.0,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp,midcap,1086600
AB,AllianceBernstein Holding L.P.,30.2,2957450364.0,,,Finance,Investment Managers,https://www.nasdaq.com/symbol/ab,midcap,825313
ALSN,"Allison Transmission Holdings, Inc.",49.11,6407252491.59,,2012.0,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alsn,midcap,1411207
MDRX,"Allscripts Healthcare Solutions, Inc.",14.81,2585971730.4,,,Technology,EDP Services,https://www.nasdaq.com/symbol/mdrx,midcap,1124804
ALNY,"Alnylam Pharmaceuticals, Inc.",96.87,9751526269.44,,2004.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny,midcap,1178670
ALTR,Altair Engineering Inc.,40.51,2832057178.76,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr,midcap,1701732
AYX,"Alteryx, Inc.",56.42,3434585159.46,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ayx,midcap,1689923
ACH,Aluminum Corporation of China Limited,10.25,6110557272.25,,2001.0,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/ach,midcap,1161611
AMC,"AMC Entertainment Holdings, Inc.",19.15,2442991141.85,,2013.0,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/amc,midcap,1411579
AMCX,AMC Networks Inc.,62.92,3581933229.16,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/amcx,midcap,1514991
DOX,Amdocs Limited,65.03,9198103320.0,,,Technology,EDP Services,https://www.nasdaq.com/symbol/dox,midcap,1062579
AMED,Amedisys Inc,124.49,3963263888.98,,,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed,midcap,896262
UHAL,Amerco,377.0,7392136076.0,,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal,midcap,4457
AXL,"American Axle & Manufacturing Holdings, Inc.",17.96,2005879608.12,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/axl,midcap,1062231
ACC,American Campus Communities Inc,41.93,5745615152.06,,2004.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acc,midcap,1283630
AEO,"American Eagle Outfitters, Inc.",28.41,5017588853.16,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/aeo,midcap,919012
AEL,American Equity Investment Life Holding Company,37.39,3375570807.77,,2003.0,Finance,Life Insurance,https://www.nasdaq.com/symbol/ael,midcap,1039828
AFG,"American Financial Group, Inc.",111.47,9930601794.61,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afg,midcap,1042046
AMH,American Homes 4 Rent,23.01,6811380944.94,,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/amh,midcap,1562401
ANAT,American National Insurance Company,128.76,3461770413.24,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat,midcap,904163
AWR,American States Water Company,60.81,2233764499.86,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awr,midcap,1056903
COLD,Americold Realty Trust,24.05,3450245202.95,,2018.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cold,midcap,1455863
APU,"AmeriGas Partners, L.P.",39.52,3674453885.44,,,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/apu,midcap,932628
ABCB,Ameris Bancorp,49.85,2368805300.7,,1994.0,Finance,Major Banks,https://www.nasdaq.com/symbol/abcb,midcap,351569
FOLD,"Amicus Therapeutics, Inc.",12.98,2454970521.74,,2007.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fold,midcap,1178879
AMKR,"Amkor Technology, Inc.",8.64,2069611637.76,,1998.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/amkr,midcap,1047127
AMN,AMN Healthcare Services Inc,57.5,2730842497.5,,,Technology,Professional Services,https://www.nasdaq.com/symbol/amn,midcap,1142750
AMRX,"Amneal Pharmaceuticals, Inc.",23.07,6885649539.09,,2018.0,,,https://www.nasdaq.com/symbol/amrx,midcap,1723128
AFSI,"AmTrust Financial Services, Inc.",14.52,2868821611.92,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afsi,midcap,1365555
ANAB,"AnaptysBio, Inc.",85.94,2065692598.94,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/anab,midcap,1370053
AU,AngloGold Ashanti Limited,7.82,3218800467.66,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/au,midcap,1067428
AXE,Anixter International Inc.,72.2,2416121954.6,,,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/axe,midcap,52795
AMGP,Antero Midstream GP LP,18.35,3416941921.15,,2017.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/amgp,midcap,1623925
AM,Antero Midstream Partners LP,30.79,5759130914.21,,2014.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/am,midcap,1598968
AR,Antero Resources Corporation,18.49,5862925760.96,,2013.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ar,midcap,1433270
AIV,Apartment Investment and Management Company,43.73,6880977946.44,,1994.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aiv,midcap,922864
APY,Apergy Corporation,43.91,3395991847.48,,2018.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/apy,midcap,1723089
ARI,Apollo Commercial Real Estate Finance,19.35,2574343040.4,,2009.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ari,midcap,1467760
APPF,"AppFolio, Inc.",80.9,2768567404.6,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf,midcap,1433195
APPN,Appian Corporation,34.84,2150808866.96,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn,midcap,1441683
APLE,"Apple Hospitality REIT, Inc.",17.7,4077150077.4,,2015.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aple,midcap,1418121
AIT,"Applied Industrial Technologies, Inc.",77.05,2983486258.55,,,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/ait,midcap,109563
ATR,"AptarGroup, Inc.",103.8,6454612423.2,,,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/atr,midcap,896622
WTR,"Aqua America, Inc.",37.73,6712691786.57,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/wtr,midcap,78128
ARD,Ardagh Group S.A.,16.14,3813882000.0,,2017.0,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard,midcap,1689662
ARCC,Ares Capital Corporation,17.4,7417588680.0,,2004.0,,,https://www.nasdaq.com/symbol/arcc,midcap,1287750
ARES,Ares Management L.P.,21.0,4589080545.0,,2014.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares,midcap,1176948
ARGX,argenx SE,91.73,1665565368.07,18157259.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx,midcap,1697862
ARGO,"Argo Group International Holdings, Ltd.",63.95,2173432901.95,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argo,midcap,1091748
AWI,Armstrong World Industries Inc,69.45,3588038895.15,,,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi,midcap,7431
ARRY,Array BioPharma Inc.,14.23,3012002569.48,,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry,midcap,1100412
ARRS,ARRIS International plc,24.99,4506464667.81,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs,midcap,1645494
ARW,"Arrow Electronics, Inc.",78.97,6901102380.64,,,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/arw,midcap,7536
APAM,Artisan Partners Asset Management Inc.,32.95,2536085780.9,,2013.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam,midcap,1517302
ASND,Ascendis Pharma A/S,74.06,2791320733.46,37689991.0,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd,midcap,1612042
ASX,"ASE Technology Holding Co., Ltd.",4.76,9936983425.6,,2018.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/asx,midcap,1122411
ASGN,ASGN Incorporated,90.83,4755144149.56,,1992.0,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn,midcap,890564
ASH,Ashland Global Holdings Inc.,84.84,5296238044.44,,,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash,midcap,1674862
AHL,Aspen Insurance Holdings Limited,38.4,2292008332.8,,2003.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ahl,midcap,1267395
AZPN,"Aspen Technology, Inc.",112.11,7960831434.21,,1994.0,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn,midcap,929940
ASB,Associated Banc-Corp,27.3,4698163142.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/asb,midcap,7789
AIZ,"Assurant, Inc.",104.63,6574882341.43,,2004.0,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz,midcap,1267238
AGO,Assured Guaranty Ltd.,41.87,4538166118.46,,2004.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago,midcap,1273813
HOME,At Home Group Inc.,37.05,2328579162.0,,2016.0,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home,midcap,1646228
ATHN,"athenahealth, Inc.",152.12,6161163479.4,,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn,midcap,1131096
ATH,Athene Holding Ltd.,49.93,9976658945.81,,2016.0,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath,midcap,1527469
AY,Atlantica Yield plc,20.68,2072492936.8,,2014.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay,midcap,1601072
AUO,AU Optronics Corp,4.29,4128801152.19,,2002.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo,midcap,1172494
ATHM,Autohome Inc.,79.41,9302155374.96,,2013.0,Technology,EDP Services,https://www.nasdaq.com/symbol/athm,midcap,1527636
ALV,"Autoliv, Inc.",89.64,7810592259.6,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv,midcap,1034670
AN,"AutoNation, Inc.",45.66,4103213617.92,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an,midcap,350698
AVLR,"Avalara, Inc.",39.52,2626983359.52,,2018.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avlr,midcap,1348036
AVNS,"Avanos Medical, Inc.",72.29,3418022502.97,,2014.0,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/avns,midcap,1606498
AVYA,Avaya Holdings Corp.,22.95,2523466607.4,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya,midcap,1418100
AVY,Avery Dennison Corporation,105.79,9247954663.18,,,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy,midcap,8818
CAR,"Avis Budget Group, Inc.",33.15,2625288061.5,,,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car,midcap,723612
AVA,Avista Corporation,51.53,3384902640.0,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava,midcap,104918
AVT,"Avnet, Inc.",48.42,5605165099.62,,,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt,midcap,8858
AVX,AVX Corporation,20.58,3472562307.48,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx,midcap,859163
AXTA,Axalta Coating Systems Ltd.,30.05,7229817306.1,,2014.0,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta,midcap,1616862
AXS,Axis Capital Holdings Limited,57.49,4803742981.12,,2003.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs,midcap,1214816
AAXN,"Axon Enterprise, Inc.",65.55,3822856007.25,,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn,midcap,1069183
BGS,"B&G Foods, Inc.",32.0,2109833312.0,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs,midcap,1278027
BTG,B2Gold Corp,2.33,2297057013.07,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/btg,midcap,
BCPC,Balchem Corporation,105.95,3412806941.7,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc,midcap,9326
BANF,BancFirst Corporation,64.1,2098487531.5,,1993.0,Finance,Major Banks,https://www.nasdaq.com/symbol/banf,midcap,760498
BXS,BancorpSouth Bank,34.5,3404845537.5,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bxs,midcap,1299939
BOH,Bank of Hawaii Corporation,83.77,3520956053.33,,,Finance,Major Banks,https://www.nasdaq.com/symbol/boh,midcap,46195
NTB,Bank of N.T. Butterfield & Son Limited (The),52.44,2893235149.8,,2016.0,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb,midcap,1653242
OZK,Bank OZK,40.55,5214758709.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ozk,midcap,1038205
BKU,"BankUnited, Inc.",40.01,4215146643.28,,2011.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku,midcap,1504008
BANR,Banner Corporation,65.42,2119798503.04,,,Finance,Major Banks,https://www.nasdaq.com/symbol/banr,midcap,946673
BZUN,Baozun Inc.,53.66,2324828997.82,43325177.0,2015.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun,midcap,1625414
B,"Barnes Group, Inc.",68.47,3505202512.2,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b,midcap,9984
BHC,Bausch Health Companies Inc.,22.93,7995887441.31,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhc,midcap,885590
BECN,"Beacon Roofing Supply, Inc.",38.46,2619566905.44,,2004.0,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/becn,midcap,1124941
BBBY,Bed Bath & Beyond Inc.,18.96,2656883854.8,,1992.0,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/bbby,midcap,886158
BDC,Belden Inc,73.49,2986504110.62,,,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc,midcap,913142
BMS,"Bemis Company, Inc.",50.24,4572609023.68,,,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bms,midcap,11199
BERY,"Berry Global Group, Inc.",46.25,6095750000.0,,2012.0,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery,midcap,1378992
BSTI,BEST Inc.,7.9,3058090000.0,,2017.0,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/bsti,midcap,1709505
BGCP,"BGC Partners, Inc.",11.87,3879634481.6,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/bgcp,midcap,1094831
BIG,"Big Lots, Inc.",50.13,2022308466.66,,,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/big,midcap,768835
BILI,Bilibili Inc.,10.91,458220000.0,42000000.0,2018.0,Technology,EDP Services,https://www.nasdaq.com/symbol/bili,midcap,1723690
BIO,"Bio-Rad Laboratories, Inc.",318.76,9510220538.0,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bio,midcap,12208
TECH,Bio-Techne Corp,188.25,7073280086.25,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tech,midcap,842023
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",29.03,3666717146.77,,2018.0,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/bj,midcap,1531152
BKH,Black Hills Corporation,60.7,3253208973.2,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkh,midcap,1130464
BKI,"Black Knight, Inc.",53.45,7985666730.05,,2017.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bki,midcap,1627014
BSM,"Black Stone Minerals, L.P.",18.67,3778126376.97,,2015.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bsm,midcap,1621434
BLKB,"Blackbaud, Inc.",102.4,4975012966.4,,2004.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blkb,midcap,1280058
BB,BlackBerry Limited,10.6,5695596070.4,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bb,midcap,1070235
BL,"BlackLine, Inc.",51.49,2777307885.18,,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bl,midcap,1666134
BE,Bloom Energy Corporation,30.91,3278516658.67,,2018.0,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/be,midcap,1664703
BLUE,"bluebird bio, Inc.",158.2,8567782311.2,,2013.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/blue,midcap,1293971
BPMC,Blueprint Medicines Corporation,69.08,3031764526.56,,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bpmc,midcap,1597264
BOFI,"BofI Holding, Inc.",37.87,2373996983.68,,2005.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bofi,midcap,1299709
BOKF,BOK Financial Corporation,101.53,6643901661.54,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bokf,midcap,875357
BAH,Booz Allen Hamilton Holding Corporation,50.35,7175936327.65,,2010.0,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/bah,midcap,1443646
BWA,BorgWarner Inc.,44.41,9275796881.82,,,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/bwa,midcap,908255
SAM,"Boston Beer Company, Inc. (The)",312.45,3671834287.5,,,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/sam,midcap,949870
EPAY,"Bottomline Technologies, Inc.",63.95,2610866953.4,,1999.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/epay,midcap,1073349
BOX,"Box, Inc.",26.63,3738852000.0,,2015.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/box,midcap,1372612
BYD,Boyd Gaming Corporation,36.88,4140646790.64,,1993.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/byd,midcap,906553
BPMP,BP Midstream Partners LP,20.38,2134826806.6,,2017.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/bpmp,midcap,1708301
BRC,Brady Corporation,39.7,2054049852.7,,,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/brc,midcap,746598
BDN,Brandywine Realty Trust,16.69,2980877427.38,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bdn,midcap,790816
BRFS,BRF S.A.,4.8,3894430296.0,,,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/brfs,midcap,1122491
BFAM,Bright Horizons Family Solutions Inc.,117.28,6803637743.04,,2013.0,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/bfam,midcap,1437578
BHF,"Brighthouse Financial, Inc.",41.37,4955408975.16,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhf,midcap,1685040
BCO,Brink&#39;s Company (The),77.85,3966598797.75,,,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/bco,midcap,78890
BRX,Brixmor Property Group Inc.,18.29,5535055402.06,,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/brx,midcap,1581068
BBU,Brookfield Business Partners L.P.,44.73,2960490744.54,,2016.0,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bbu,midcap,1654795
BPY,Brookfield Property Partners L.P.,19.66,5152654247.92,,,Finance,Real Estate,https://www.nasdaq.com/symbol/bpy,midcap,1545772
BEP,Brookfield Renewable Partners L.P.,31.89,5748640995.99,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bep,midcap,
BRKS,"Brooks Automation, Inc.",29.65,2094456846.1,,1995.0,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/brks,midcap,933974
BRO,"Brown & Brown, Inc.",30.38,8484349649.16,,,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/bro,midcap,79282
BRKR,Bruker Corporation,35.24,5508744287.2,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/brkr,midcap,1109354
BC,Brunswick Corporation,65.4,5671668634.8,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bc,midcap,14930
